id,N,time_steps,train_time,model,Ts,Tt,vi_reward,rl_reward,vi_ns,rl_ns,vi_distance,rl_distance,distribution
367,300,300000,0 days 00:15:15.070785000,ACER,1,50,-37.6738166666667,-35.85608333333326,6.5283,7.3355,186.8731,171.1235,truncnorm
368,300,300000,0 days 00:15:34.254788000,ACER,1,1,-7.225838000000265,-6.251154666666543,6.0049,5.5634,366.2814,206.3264,truncnorm
369,300,300000,0 days 00:15:00.072953000,ACER,1,1000,-528.167399999998,-645.459100000001,16.3264,148.9521,153.5523,148.9521,truncnorm
370,300,300000,0 days 00:15:16.249145000,ACER,1,750,-788.4703,-407.0445,5.8263,24.7715,313.0576,152.9092,truncnorm
371,300,300000,0 days 00:14:35.059488000,ACER,1,500,-558.2534333333323,-275.2907333333322,5.8701,16.7409,331.43,155.1299,truncnorm
372,300,300000,0 days 00:14:49.632620000,ACER,1,400,-455.70286666666243,-223.49893333333438,5.8754,18.5004,337.3706,153.7489,truncnorm
373,300,300000,0 days 00:15:17.142165000,ACER,1,300,-168.8553,-174.0403,10.2063,11.8336,158.649,162.2067,truncnorm
374,300,300000,0 days 00:15:18.308329000,ACER,1,200,-118.16093333333374,-118.69676666666672,9.0528,12.8987,163.6622,158.6971,truncnorm
375,300,300000,0 days 00:15:02.240926000,ACER,1,100,-65.3827000000002,-61.61233333333344,7.4453,9.2959,173.8122,156.9493,truncnorm
376,300,300000,0 days 00:15:05.947019000,ACER,1,50,-37.8550166666668,-34.927066666666434,6.6017,8.0045,187.5199,161.5354,truncnorm
377,300,300000,0 days 00:14:52.486507000,ACER,1,1,-7.274570333333594,-5.945271666666592,6.0543,5.2667,366.0811,203.5715,truncnorm
378,300,300000,0 days 00:14:50.488251000,ACER,1,1000,-526.622533333331,-537.5005333333285,16.1132,30.9552,153.1528,151.9636,truncnorm
379,300,300000,0 days 00:14:39.748161000,ACER,1,750,-799.85365,-414.757,5.8349,34.26,317.6075,152.1988,truncnorm
380,300,300000,0 days 00:14:51.113152000,ACER,1,500,-553.9453333333329,-280.97679999999843,5.8765,27.5308,328.8413,152.0676,truncnorm
381,300,300000,0 days 00:14:51.682539000,ACER,1,400,-453.3149666666625,-236.69569999999734,5.9079,35.9781,335.5553,150.5382,truncnorm
382,300,300000,0 days 00:14:51.082016000,ACER,1,300,-168.959,-179.8765,10.2412,27.6278,158.7178,152.2487,truncnorm
383,300,300000,0 days 00:14:38.305901000,ACER,1,200,-118.48306666666653,-123.46850000000009,9.1426,16.7403,164.0107,160.0923,truncnorm
384,300,300000,0 days 00:15:08.414152000,ACER,1,100,-65.28579999999988,-68.95043333333302,7.5074,7.5683,173.3352,184.1464,truncnorm
385,300,300000,0 days 00:15:23.726974000,ACER,1,50,-37.80003333333361,-36.9158333333332,6.5901,6.6591,187.2596,181.5404,truncnorm
386,300,300000,0 days 00:13:02.210715000,ACER,1,1,-7.254472333333564,-6.094291666666612,6.0327,5.4258,366.5317,200.5475,truncnorm
387,300,300000,0 days 00:11:25.658130000,ACER,1,1000,-525.6805666666645,-609.093566666665,16.0789,111.3519,152.8805,149.3225,truncnorm
388,300,300000,0 days 00:11:24.036350000,ACER,1,750,-792.15825,-412.5169,5.822,33.7524,314.5345,151.5058,truncnorm
389,300,300000,0 days 00:11:32.965763000,ACER,1,500,-555.3691666666665,-282.438733333332,5.901,30.7509,329.6809,151.0127,truncnorm
390,300,300000,0 days 00:11:27.195890000,ACER,1,400,-451.28349999999404,-230.41816666666634,5.8999,11.4599,334.0377,164.2187,truncnorm
391,300,300000,0 days 00:11:26.859997000,ACER,1,300,-170.1648,-176.8217,10.4252,13.4946,159.7396,163.3271,truncnorm
392,300,300000,0 days 00:11:38.466058000,ACER,1,200,-118.07630000000015,-131.37763333333308,9.0231,10.5401,163.5798,181.2563,truncnorm
393,300,300000,0 days 00:11:36.920563000,ACER,1,100,-65.26933333333318,-64.07499999999997,7.3926,9.3072,173.6302,164.3034,truncnorm
394,300,300000,0 days 00:11:47.247673000,ACER,1,50,-37.72928333333356,-35.214999999999996,6.5436,7.4389,187.1141,166.6566,truncnorm
395,300,300000,0 days 00:11:50.245632000,ACER,1,1,-7.23712000000029,-6.128977333333318,6.0194,5.4155,365.316,214.0432,truncnorm
396,300,300000,0 days 00:14:41.369318000,ACER,1,1000,-526.3966999999977,-551.3483333333356,16.1467,49.73,153.075,150.4855,truncnorm
397,300,300000,0 days 00:11:48.010568000,ACER,1,750,-793.66195,-522.6893,5.8277,149.3398,315.1337,149.3398,truncnorm
398,300,300000,0 days 00:11:43.132385000,ACER,1,500,-554.7825666666655,-361.31639999999857,5.8914,111.7619,329.3347,149.7327,truncnorm
399,300,300000,0 days 00:11:32.010388000,ACER,1,400,-456.6063333333306,-237.83686666666446,5.9734,36.2046,337.9747,151.2242,truncnorm
400,300,300000,0 days 00:11:40.737756000,ACER,1,300,-169.8552,-179.2469,10.3484,15.2818,159.5068,163.9651,truncnorm
401,300,300000,0 days 00:13:33.241959000,ACER,1,200,-118.35169999999991,-120.43723333333354,9.1197,15.5779,163.848,157.289,truncnorm
402,300,300000,0 days 00:11:55.717876000,ACER,1,100,-65.22226666666667,-62.68609999999995,7.5287,6.4963,173.0807,168.5694,truncnorm
403,300,300000,0 days 00:11:54.605930000,ACER,1,50,-37.80975000000039,-35.442599999999715,6.5168,7.1715,187.7577,169.6266,truncnorm
404,300,300000,0 days 00:12:14.459283000,ACER,1,1,-7.249324666666906,-6.13985633333335,6.0296,5.4403,365.9174,209.8669,truncnorm
405,300,300000,0 days 00:11:32.640517000,ACER,1,1000,-526.9562333333329,-548.570899999997,16.2619,26.6669,153.2083,156.5712,truncnorm
406,300,300000,0 days 00:11:57.992510000,ACER,1,750,-793.88885,-419.28945,5.8136,32.0967,315.2301,154.8771,truncnorm
407,300,300000,0 days 01:03:47.191795000,ACER,1,500,-557.0594666666673,-275.5150333333329,5.9178,19.2707,330.685,153.7466,truncnorm
408,300,300000,0 days 00:11:31.826997000,ACER,1,400,-448.167533333328,-226.76003333333404,5.9034,22.5919,331.6981,153.1261,truncnorm
409,300,300000,0 days 00:11:51.120046000,ACER,1,300,-169.3123,-172.746,10.2853,12.5566,159.027,160.1894,truncnorm
410,300,300000,0 days 00:12:00.797058000,ACER,1,200,-118.43923333333363,-121.24283333333292,9.0797,9.2265,164.0393,168.0245,truncnorm
411,300,300000,0 days 00:11:43.858580000,ACER,1,100,-65.18646666666659,-64.61003333333336,7.5077,8.8733,173.0363,167.2102,truncnorm
412,300,300000,0 days 00:12:31.949895000,ACER,1,50,-37.76976666666683,-35.26686666666654,6.523,6.1903,187.4806,174.4594,truncnorm
413,300,300000,0 days 00:11:48.478410000,ACER,1,1,-7.225854000000268,-6.229987333333171,6.0097,5.4995,364.8462,219.1462,truncnorm
414,300,300000,0 days 00:11:47.911882000,ACER,1,1000,-525.1164333333329,-532.8452999999975,16.0451,20.9753,152.7214,153.561,truncnorm
415,300,300000,0 days 00:11:40.224754000,ACER,1,750,-789.67615,-524.2762,5.8304,149.7932,313.5383,149.7932,truncnorm
416,300,300000,0 days 00:13:51.681821000,ACER,1,500,-557.949233333332,-294.31676666666436,5.9099,43.0411,331.2236,150.7654,truncnorm
417,300,300000,0 days 00:12:31.893612000,ACER,1,400,-453.68179999999506,-232.20529999999977,5.8978,30.7793,335.838,151.0695,truncnorm
418,300,300000,0 days 00:11:34.744599000,ACER,1,300,-168.9742,-199.3704,10.2354,7.3237,158.7388,192.0467,truncnorm
419,300,300000,0 days 00:11:34.293756000,ACER,1,200,-118.33129999999981,-122.872366666666,9.1275,20.6441,163.8057,153.3424,truncnorm
420,300,300000,0 days 00:11:45.905777000,ACER,1,100,-65.66459999999996,-67.74916666666635,7.5443,10.0316,174.3609,173.1527,truncnorm
421,300,300000,0 days 00:11:52.463602000,ACER,1,50,-37.67375000000011,-35.44894999999978,6.5256,7.3091,186.8889,168.8391,truncnorm
422,300,300000,0 days 00:11:42.395435000,ACER,1,1,-7.234416333333609,-6.172482999999681,6.0168,5.4456,365.2849,218.0649,truncnorm
423,300,300000,0 days 00:11:41.108845000,ACER,1,1000,-526.1010666666674,-648.7173333333328,16.1594,149.704,152.9825,149.704,truncnorm
424,300,300000,0 days 00:11:12.742292000,ACER,1,750,-793.3595,-485.7785,5.8345,111.678,315.01,149.6402,truncnorm
425,300,300000,0 days 00:11:33.163456000,ACER,1,500,-555.7448666666675,-282.26573333333266,5.9057,19.5964,329.9035,157.6016,truncnorm
426,300,300000,0 days 00:11:25.137105000,ACER,1,400,-453.4006333333305,-310.70163333333426,5.9021,111.4619,335.6239,149.4298,truncnorm
427,300,300000,0 days 00:11:16.845623000,ACER,1,300,-169.1052,-193.6833,10.2305,43.0933,158.8747,150.59,truncnorm
428,300,300000,0 days 00:11:34.466290000,ACER,1,200,-118.48173333333344,-125.74273333333316,9.1368,8.2268,164.0174,176.2739,truncnorm
429,300,300000,0 days 00:11:43.079361000,ACER,1,100,-65.32303333333324,-67.60780000000021,7.5165,15.5855,173.4196,156.0669,truncnorm
430,300,300000,0 days 00:12:03.149966000,ACER,1,50,-37.81875000000012,-35.985199999999864,6.5709,8.5434,187.4871,164.6508,truncnorm
431,300,300000,0 days 00:11:55.229307000,ACER,1,1,-7.269149000000286,-6.0461529999998085,6.0465,5.3242,366.7947,216.5859,truncnorm
432,300,300000,0 days 00:11:23.160111000,ACER,1,1000,-524.1687000000004,-644.025199999999,15.9407,148.6212,152.4684,148.6212,truncnorm
433,300,300000,0 days 00:11:31.310345000,ACER,1,750,-803.64765,-454.7101,5.8509,78.4111,319.1187,150.5196,truncnorm
434,300,300000,0 days 00:11:30.408823000,ACER,1,500,-557.6984666666634,-277.90706666666694,5.9258,24.5954,331.0636,151.987,truncnorm
435,300,300000,0 days 00:11:43.123787000,ACER,1,400,-451.77936666666324,-254.4382333333327,5.9219,53.7213,334.3931,150.5377,truncnorm
0,1000,300000,0 days 00:18:48.499574000,ACER,1,1000,-1181.0638,-1001.94,7.6781,500.97,1173.3857,500.97,truncnorm
436,300,300000,0 days 00:11:46.335690000,ACER,1,300,-168.9529,-177.3539,10.251,24.7116,158.7019,152.6423,truncnorm
437,300,300000,0 days 00:13:37.443518000,ACER,1,200,-118.45796666666719,-116.18703333333379,9.0565,10.0227,164.1022,159.2465,truncnorm
438,300,300000,0 days 00:12:51.674135000,ACER,1,100,-65.11623333333335,-64.48599999999982,7.4651,12.6406,172.9534,155.5362,truncnorm
439,30,50000,0 days 00:01:44.881661000,ACER,1,1,-9.543003333333294,-4.336823333333898,6.9295,3.4153,78.4051,27.6457,truncnorm
